Title,Author,Subjects,PublishYear,Link
Snuff,Terry Pratchett,N/A,2011,https://openlibrary.org/works/OL16123737W
The Curse of Capistrano,Johnston McCulley,N/A,1924,https://openlibrary.org/works/OL5846465W
Ronja rövardotter,Astrid Lindgren,N/A,1981,https://openlibrary.org/works/OL14872976W
Joyland,"Stephen King, Michael Kelly.",N/A,2011,https://openlibrary.org/works/OL16806826W
A single shard,Linda Sue Park,N/A,2001,https://openlibrary.org/works/OL41691W
Monster,Walter Dean Myers,N/A,1999,https://openlibrary.org/works/OL98288W
The English Tongue,"Thomas Dilworth, J. Duick, Thomas Ken, Samuel Gore, Alexander Pope, P. I. Zhdanov, James Poupard",N/A,1740,https://openlibrary.org/works/OL1651333W
The Sight,Erin Hunter,N/A,2007,https://openlibrary.org/works/OL5714304W
Blink,Malcolm Gladwell,N/A,2004,https://openlibrary.org/works/OL5749849W
Percy Jackson's Greek Gods,Rick Riordan,N/A,2006,https://openlibrary.org/works/OL17054790W
The Ship Who Sang,Anne McCaffrey,N/A,1969,https://openlibrary.org/works/OL73367W
Children of the Frost,Jack London,N/A,1800,https://openlibrary.org/works/OL144813W
Decline and Fall,Evelyn Waugh,N/A,1928,https://openlibrary.org/works/OL5721413W
The millionaire next door,"Thomas J. Stanley, William D. Danko",N/A,1996,https://openlibrary.org/works/OL1986060W
Throne of Glass,Sarah J. Maas,N/A,2012,https://openlibrary.org/works/OL16607146W
"Zuleika Dobson, or, An Oxford love story",Sir Max Beerbohm,N/A,1911,https://openlibrary.org/works/OL767580W
A Gentleman in Moscow,Amor Towles,N/A,2016,https://openlibrary.org/works/OL17797130W
The Tattooist of Auschwitz: the heart-breaking and unforgettable international bestseller,"Heather Morris, Heather Morris, Morris, Heather teacher., Morris Heather, Sarah Fields",N/A,2018,https://openlibrary.org/works/OL19661009W
Turtles All the Way Down,John Green,N/A,2017,https://openlibrary.org/works/OL17842319W
The Lost Heir,Tui T. Sutherland,N/A,2012,https://openlibrary.org/works/OL17423096W
More Scary Stories to Tell in the Dark,"Alvin Schwartz, Alvin  Schwartz",N/A,1605,https://openlibrary.org/works/OL273693W
The Enchantress Returns,Chris Colfer,N/A,2013,https://openlibrary.org/works/OL17262607W
The Burning Maze,Rick Riordan,N/A,2018,https://openlibrary.org/works/OL17868260W
100 Animals,Scott Autumn,N/A,2020,https://openlibrary.org/works/OL26956741W
Harold and the Purple Crayon,Crockett Johnson,N/A,1955,https://openlibrary.org/works/OL3544186W
The theory of everything,Stephen Hawking,N/A,2002,https://openlibrary.org/works/OL1892616W
Georgica,Publius Vergilius Maro,N/A,1523,https://openlibrary.org/works/OL47147W
Tipping the Velvet,Sarah Waters,N/A,1998,https://openlibrary.org/works/OL551012W
The study of language,"George Yule, George Yule",N/A,1985,https://openlibrary.org/works/OL1390239W
Anti-intellectualism in American life,"Richard Hofstadter, Richard Hofstadter, Adam Verner, Richard Hofstader",N/A,1963,https://openlibrary.org/works/OL16445795W
Welcome to Camp Nightmare,Robert Lawrence Stine,N/A,1993,https://openlibrary.org/works/OL72351W
3rd Degree,"James Patterson, Andrew Gross",N/A,2004,https://openlibrary.org/works/OL167144W
"The octopus, a story of California",Frank Norris,N/A,1901,https://openlibrary.org/works/OL1794917W
Clouds of Witness,Dorothy L. Sayers,N/A,1926,https://openlibrary.org/works/OL2234815W
Why mosquitoes buzz in people's ears,Verna Aardema,N/A,1975,https://openlibrary.org/works/OL2654553W
Dr. Seuss's ABC,Dr. Seuss,N/A,1960,https://openlibrary.org/works/OL261152W
King of Shadows,Susan Cooper,N/A,1999,https://openlibrary.org/works/OL894226W
The City & The City,"China Miéville, China Miéville",N/A,2009,https://openlibrary.org/works/OL14873309W
Seven Pillars of Wisdom,T. E. Lawrence,N/A,1905,https://openlibrary.org/works/OL830503W
The devil's arithmetic,Jane Yolen,N/A,1988,https://openlibrary.org/works/OL97262W
The Alloy of Law,Brandon Sanderson,N/A,2001,https://openlibrary.org/works/OL16597059W
Lean In,"Sheryl Sandberg, Nell Scovell",N/A,1799,https://openlibrary.org/works/OL16802331W
The fabric of the cosmos,"Brian Greene, Javier García Sanz",N/A,2004,https://openlibrary.org/works/OL1909291W
Making Money,Terry Pratchett,N/A,2007,https://openlibrary.org/works/OL453907W
Fables,Arnold Lobel,N/A,1980,https://openlibrary.org/works/OL1973398W
"Rich Dad, Poor Dad for Teens","Robert T. Kiyosaki, Sharon L. Lechter",N/A,2004,https://openlibrary.org/works/OL2010893W
Historia verdadera de la conquista de la Nueva España,Bernal Díaz del Castillo,N/A,1632,https://openlibrary.org/works/OL2974718W
The Denial of Death,"Ernest Becker, Ernest Becker",N/A,1973,https://openlibrary.org/works/OL154572W
The Werewolf of Fever Swamp,Robert Lawrence Stine,N/A,1993,https://openlibrary.org/works/OL72430W
Vampire Breath,Robert Lawrence Stine,N/A,1996,https://openlibrary.org/works/OL72404W
Autobiography of an Ex-Colored Man,James Weldon Johnson,N/A,1900,https://openlibrary.org/works/OL37208W
The desert of the heart,Jane Rule,N/A,1964,https://openlibrary.org/works/OL4797022W
Runaway,Alice Munro,N/A,2004,https://openlibrary.org/works/OL931680W
"Mary, Mary",James Patterson,N/A,1857,https://openlibrary.org/works/OL167173W
"Gödel, Escher, Bach",Douglas R. Hofstadter,N/A,1979,https://openlibrary.org/works/OL716850W
The Looking Glass War,John le Carré,N/A,1965,https://openlibrary.org/works/OL15723138W
Tales of space and time,H. G. Wells,N/A,1899,https://openlibrary.org/works/OL52211W
Fasti,Ovid,N/A,1482,https://openlibrary.org/works/OL97775W
King Henry VI. Part 2,William Shakespeare,N/A,1600,https://openlibrary.org/works/OL258709W
Corporate finance,"Jonathan B. Berk, Jonathan Berk, Peter DeMarzo",N/A,2006,https://openlibrary.org/works/OL5890331W
Stiff,"Mary Roach, M Roach, Shelly Frasier, Mary Roach",N/A,2003,https://openlibrary.org/works/OL7986135W
Sartor resartus,Thomas Carlyle,N/A,1800,https://openlibrary.org/works/OL1064699W
The player of games,Iain Banks,N/A,1988,https://openlibrary.org/works/OL100779W
The Dragonet Prophecy,Tui T. Sutherland,N/A,2012,https://openlibrary.org/works/OL27696982W
Touching the void,"Joe Simpson, Joe Simpson",N/A,1988,https://openlibrary.org/works/OL11616538W
The Great Influenza,"John M. Barry, Amelia Pérez de Villlar, John M. Barry",N/A,2004,https://openlibrary.org/works/OL7989229W
The Death Cure,"James Dashner, James Dashner",N/A,2011,https://openlibrary.org/works/OL16099103W
Rosencrantz & Guildenstern are dead,"Tom Stoppard, Fay Kanin, Michael Kanin",N/A,1967,https://openlibrary.org/works/OL804979W
The House on the Cliff,Franklin W. Dixon,N/A,1927,https://openlibrary.org/works/OL47927W
The Maze Runner,James Dashner,N/A,2009,https://openlibrary.org/works/OL6027236W
Scary stories to tell in the dark,Alvin Schwartz,N/A,1981,https://openlibrary.org/works/OL268379W
La dame de Monsoreau,Alexandre Dumas,N/A,1840,https://openlibrary.org/works/OL36818W
Mademoiselle de Maupin,"Théophile Gautier, G. Charpentier (1880), Carolus Duran",N/A,1834,https://openlibrary.org/works/OL10071W
The first part of the Institutes of the Lawes of England,"Sir Edward Coke, Francis Hargrave, Charles Butler, Sir Matthew Hale, Heneage Finch Nottingham, Thomas de Littleton, Matthew Hale, Butler, Charles, Thomas Littleton, Francis Hargrave",N/A,1628,https://openlibrary.org/works/OL109087W
The Crime at Black Dudley (Albert Campion #1),Margery Allingham,N/A,1929,https://openlibrary.org/works/OL2004298W
The Pit,"Frank Norris, Doubleday, Page & Company, J.J. Little (Firm), Donna Campbell",N/A,1903,https://openlibrary.org/works/OL1794919W
The simple truth,David Baldacci,N/A,1998,https://openlibrary.org/works/OL41252W
Little Lord Fauntleroy,Frances Hodgson Burnett,N/A,1886,https://openlibrary.org/works/OL69625W
The Bostonians,"Henry James, Daniel Karlin",N/A,1885,https://openlibrary.org/works/OL276321W
Judy Moody was in a Mood,Megan McDonald,N/A,2000,https://openlibrary.org/works/OL104358W
People of the earth,Brian M. Fagan,N/A,1977,https://openlibrary.org/works/OL103280W
The Sparrow,Mary Doria Russell,N/A,1996,https://openlibrary.org/works/OL2732491W
Where the Mountain Meets the Moon,"Grace Lin, Janet Song",N/A,2009,https://openlibrary.org/works/OL1913873W
To All the Boys I've Loved Before,Jenny Han,N/A,2014,https://openlibrary.org/works/OL17203233W
Walter the baker,Eric Carle,N/A,1972,https://openlibrary.org/works/OL53019W
Tom Sawyer Abroad,Mark Twain,N/A,1894,https://openlibrary.org/works/OL413674W
The Grim Grotto,"Lemony Snicket, Brett Helquist, Michael Kupperman",N/A,2004,https://openlibrary.org/works/OL15104140W
The Vanished Messenger,Edward Phillips Oppenheim,N/A,1914,https://openlibrary.org/works/OL2681038W
Houghton Mifflin Science California,Houghton Mifflin Company Staff,N/A,2006,https://openlibrary.org/works/OL27468204W
The Man in the Queue (Inspector Alan Grant #1),Josephine Tey,N/A,1927,https://openlibrary.org/works/OL80940W
The People of the Abyss,Jack London,N/A,1900,https://openlibrary.org/works/OL144815W
Snakehead,"Anthony Horowitz, Antony Johnston, Amrit Birdi",N/A,2007,https://openlibrary.org/works/OL14952358W
The Sun is Also a Star,"Nicola Yoon, KARINE SUHARD - GUIE",N/A,2016,https://openlibrary.org/works/OL18199565W
Star Wars - The Thrawn Trilogy - The Last Command,Timothy Zahn,N/A,1993,https://openlibrary.org/works/OL83577W
Under the Banner of Heaven,Jon Krakauer,N/A,2003,https://openlibrary.org/works/OL1974545W
A Sand County Almanac,Aldo Leopold,N/A,1964,https://openlibrary.org/works/OL3528858W
The Scarecrow Walks at Midnight,Robert Lawrence Stine,N/A,1994,https://openlibrary.org/works/OL72396W
The Fourth Apprentice,Erin Hunter,N/A,2009,https://openlibrary.org/works/OL14906957W
No name,Wilkie Collins,N/A,1862,https://openlibrary.org/works/OL176090W
Žert,Milan Kundera,N/A,1967,https://openlibrary.org/works/OL10402333W
The Lessons of History,"Will Durant, Ariel Durant, Parvaneh Shirzad",N/A,1968,https://openlibrary.org/works/OL1073956W
Dragons of Spring Dawning,"Margaret Weis, Tracy Hickman, Andrew Dabb, Paul Boehmer",N/A,1900,https://openlibrary.org/works/OL73427W
The birchbark house,Louise Erdrich,N/A,1999,https://openlibrary.org/works/OL479039W
Soul on ice,"Eldridge Cleaver, E. Cleaver",N/A,1863,https://openlibrary.org/works/OL5849413W
Scarlett,Alexandra Ripley,N/A,1991,https://openlibrary.org/works/OL3244616W
Le Cid,Pierre Corneille,N/A,1636,https://openlibrary.org/works/OL15724776W
The Clash of Civilizations and the Remaking of World Order,Samuel P. Huntington,N/A,1996,https://openlibrary.org/works/OL3289930W
Sir Nigel,Arthur Conan Doyle,N/A,1906,https://openlibrary.org/works/OL262583W
River God,Wilbur Smith,N/A,1993,https://openlibrary.org/works/OL8108349W
The Shadow of the Torturer,Gene Wolfe,N/A,1980,https://openlibrary.org/works/OL14871979W
King Henry VI. Part 3,William Shakespeare,N/A,1600,https://openlibrary.org/works/OL258713W
Storm Front,Jim Butcher,N/A,1997,https://openlibrary.org/works/OL5685119W
Cress,Marissa Meyer,N/A,2014,https://openlibrary.org/works/OL17101027W
Scarlet,Marissa Meyer,N/A,2013,https://openlibrary.org/works/OL17452055W
Count Zero,William Gibson,N/A,1986,https://openlibrary.org/works/OL27256W
Typee,Herman Melville,N/A,1840,https://openlibrary.org/works/OL102748W
Business Statistics,Ken Black,N/A,1991,https://openlibrary.org/works/OL2838069W
Me Talk Pretty One Day,David Sedaris,N/A,2000,https://openlibrary.org/works/OL2693077W
This is going to hurt,Adam Kay,N/A,2017,https://openlibrary.org/works/OL19752167W
Zahir,Paulo Coelho,N/A,2005,https://openlibrary.org/works/OL796600W
Why We Can't Wait,"Martin Luther King Jr., J.D. Jackson",N/A,1963,https://openlibrary.org/works/OL1945932W
Politics among Nations,Hans Morgenthau,N/A,1948,https://openlibrary.org/works/OL1218841W
Blueberries for Sal,Robert McCloskey,N/A,1948,https://openlibrary.org/works/OL4638387W
Exodus,Leon Uris,N/A,1958,https://openlibrary.org/works/OL14847881W
The Rainbow Fish,Marcus Pfister,N/A,1992,https://openlibrary.org/works/OL507216W
A Mind to Murder,P. D. James,N/A,1963,https://openlibrary.org/works/OL510881W
The Final Warning,James Patterson,N/A,1998,https://openlibrary.org/works/OL5337410W
Children of the Mind,Orson Scott Card,N/A,1996,https://openlibrary.org/works/OL49463W
Dress Your Family in Corduroy and Denim,"David Sedaris, Ehud Tagari",N/A,2004,https://openlibrary.org/works/OL2693096W
The Orange Fairy Book (Large Print),Andrew Lang,N/A,1906,https://openlibrary.org/works/OL1088838W
Wifey,Judy Blume,N/A,1978,https://openlibrary.org/works/OL268222W
Lalla Rookh,"Thomas Moore, T. Moore, Thomas Moore",N/A,1800,https://openlibrary.org/works/OL75267W
The Hidden Kingdom,Tui Sutherland,N/A,2012,https://openlibrary.org/works/OL16833236W
The Four Just Men,Edgar Wallace,N/A,1905,https://openlibrary.org/works/OL1517879W
Sundiata,"Djibril Tamsir Niane, DjiBril Tamsir Niane, D T Niane, D T Niane, G. D. Pickett",N/A,1960,https://openlibrary.org/works/OL4523903W
The Amateur Cracksman,E. W. Hornung,N/A,1899,https://openlibrary.org/works/OL250352W
Three guineas,"Virginia Woolf, Mark Hussey, Marta Pessarrodona Artigues, Andrés Bosch",N/A,1938,https://openlibrary.org/works/OL39564W
The Number of the Beast,Robert A. Heinlein,N/A,1980,https://openlibrary.org/works/OL59705W
Illusions perdues,Honoré de Balzac,N/A,1837,https://openlibrary.org/works/OL85241W
Vampire Academy,"Richelle Mead, Richelle Mead",N/A,2007,https://openlibrary.org/works/OL8488892W
"Looking Backward, 2000-1887",Edward Bellamy,N/A,1888,https://openlibrary.org/works/OL2981506W
羊をめぐる冒険,村上春樹,N/A,1982,https://openlibrary.org/works/OL2625441W
Strangers On a Train,"Patricia Highsmith, Michael Nation",N/A,1950,https://openlibrary.org/works/OL59482W
A Little Life,Hanya Yanagihara,N/A,2015,https://openlibrary.org/works/OL17370186W
Interpreter of maladies,Jhumpa Lahiri,N/A,1999,https://openlibrary.org/works/OL2001058W
Daniel Deronda,George Eliot,N/A,1800,https://openlibrary.org/works/OL20933W
The Dollhouse Murders,Betty Ren Wright,N/A,1983,https://openlibrary.org/works/OL32501W
"Good morning, midnight",Jean Rhys,N/A,1967,https://openlibrary.org/works/OL1858631W
Drôle de garçon,Shyam Selvadurai,N/A,1994,https://openlibrary.org/works/OL86020W
The selfish giant,Oscar Wilde,N/A,1932,https://openlibrary.org/works/OL14877873W
Beggar's opera,John Gay,N/A,1728,https://openlibrary.org/works/OL1152115W
True Betrayals,Nora Roberts,N/A,1995,https://openlibrary.org/works/OL111635W
The affluent society,John Kenneth Galbraith,N/A,1958,https://openlibrary.org/works/OL12581W
The Wisdom of Insecurity,Alan Watts,N/A,1951,https://openlibrary.org/works/OL266158W
Thomas and Friends,Reverend W. Awdry,N/A,2003,https://openlibrary.org/works/OL8038409W
The Diary of a Nobody,"George Grossmith, Weedon Grossmith",N/A,1921,https://openlibrary.org/works/OL20259087W
Lincoln in the Bardo,"George Saunders, Javier Calvo Perales, Yannick Garcia Porres",N/A,2017,https://openlibrary.org/works/OL17635834W
Batman,"Alan Moore, Brian Bolland, Alan Moore, John Higgins, Richard Starkings",N/A,1988,https://openlibrary.org/works/OL2897789W
The Bachman Books (Long Walk / Rage / Roadwork / Running Man),Stephen King,N/A,1985,https://openlibrary.org/works/OL81591W
Φίληβος,Πλάτων,N/A,1779,https://openlibrary.org/works/OL51806W
The Primer (The Book of Common Prayer),Church of England,N/A,1510,https://openlibrary.org/works/OL769112W
Notizbuch,Coole Notizbucher,N/A,2019,https://openlibrary.org/works/OL21886165W
Big Little Lies,Liane Moriarty,N/A,2014,https://openlibrary.org/works/OL17116911W
Princess Academy,Shannon Hale,N/A,2005,https://openlibrary.org/works/OL5738591W
Victory,Joseph Conrad,N/A,1915,https://openlibrary.org/works/OL38763W
Shoe Dog,Phil Knight,N/A,2016,https://openlibrary.org/works/OL17825802W
Diaries,Joseph Goebbels,N/A,1948,https://openlibrary.org/works/OL625220W
The Insidious Dr. Fu Manchu,Sax Rohmer,N/A,1913,https://openlibrary.org/works/OL2288684W
Forest of Secrets,Erin Hunter,N/A,2003,https://openlibrary.org/works/OL5714292W
Beauty's Punishment,Anne Rice,N/A,1984,https://openlibrary.org/works/OL77793W
Quarto de Despejo,Carolina Maria de Jesus,N/A,1960,https://openlibrary.org/works/OL1810404W
The Woman in the Window: A Novel,A. J. Finn,N/A,2017,https://openlibrary.org/works/OL18147682W
The Magnificent Ambersons,Booth Tarkington,N/A,1917,https://openlibrary.org/works/OL54896W
Liar's Poker,Michael Lewis,N/A,1989,https://openlibrary.org/works/OL7944812W
The Innovator's Dilemma,"Clayton M. Christensen, L J Ganser, Don Leslie",N/A,1997,https://openlibrary.org/works/OL1999873W
What Maisie Knew,Henry James,N/A,1897,https://openlibrary.org/works/OL276469W
Getting Things Done,"David Allen, David Allen, David Allen",N/A,2001,https://openlibrary.org/works/OL271504W
Simon vs. the Homo Sapiens Agenda,"Becky Albertalli, Victoria Simó Perales",N/A,2015,https://openlibrary.org/works/OL17357353W
The Stone Diaries,Carol Shields,N/A,1993,https://openlibrary.org/works/OL18343W
Killers of the Flower Moon,"David Grann, Luis Murillo Fort",N/A,2017,https://openlibrary.org/works/OL17778665W
The Heir (The Selection #4),Kiera Cass,N/A,2015,https://openlibrary.org/works/OL17104741W
The Titan,Theodore Dreiser,N/A,1914,https://openlibrary.org/works/OL100238W
Labyrinths,Jorge Luis Borges,N/A,1962,https://openlibrary.org/works/OL110959W
The Secret,Rhonda Byrne,N/A,2000,https://openlibrary.org/works/OL15839737W
Ruby the Red Fairy,Daisy Meadows,N/A,2003,https://openlibrary.org/works/OL5886978W
"The nigger of the ""Narcissus""",Joseph Conrad,N/A,1897,https://openlibrary.org/works/OL38815W
Parable of the sower,Octavia E. Butler,N/A,1993,https://openlibrary.org/works/OL35623W
Crossing the Chasm,Geoffrey A. Moore,N/A,1991,https://openlibrary.org/works/OL30695W
The Book,Alan Watts,N/A,1966,https://openlibrary.org/works/OL1877201W
All-of-a-Kind Family,"Sydney Taylor, Helen John",N/A,1951,https://openlibrary.org/works/OL6329150W
The Freedom of Life,Annie Payson Call,N/A,1905,https://openlibrary.org/works/OL7711731W
Banner in the Sky,James Ramsey Ullman,N/A,1954,https://openlibrary.org/works/OL1519625W
Jean-Christophe,Romain Rolland,N/A,1900,https://openlibrary.org/works/OL68141W
Blood Canticle,Anne Rice,N/A,1998,https://openlibrary.org/works/OL77820W
Feeling good,David D. Burns,N/A,1980,https://openlibrary.org/works/OL4310025W
"Sybil, or, The Two Nations",Benjamin Disraeli,N/A,1830,https://openlibrary.org/works/OL1104332W
Yertle the turtle,Dr. Seuss,N/A,1958,https://openlibrary.org/works/OL261235W
