# these are fakes data generated using Faker library and some random generators in order to not add real company data
Name,Sectors,Location,url,Number of Employees,Logo URL,Number of Job Offers
"Payne-Griffin","administrative officer, Counselling psychologist","South Brandon, Solomon Islands","https://romero.com/payne-griffin","51-200 employees","https://picsum.photos/200/200","15 job offers"
"Turner, Lee and Robinson","Higher education lecturer, product","Petersenmouth, Mauritania","https://anderson-rich.net/turner--lee-and-robinson","11-50 employees","https://picsum.photos/200/200","23 job offers"
"Williams, Cain and Jones","Charity officer, Event organiser","Port Heidi, Guernsey","https://mckay.com/williams--cain-and-jones","201-500 employees","https://dummyimage.com/200x200","13 job offers"
"Sutton Ltd","Economist, Charity officer","North Brandyland, Netherlands","https://moore.com/sutton-ltd","11-50 employees","https://picsum.photos/200/200","7 job offers"
"Black, Parker and Long","Press photographer, Consulting civil engineer, Hydrologist","Joshuatown, Belize","https://phillips.info/black--parker-and-long","1001-5000 employees","https://placekitten.com/200/200","26 job offers"
"Jordan-Klein","Academic librarian","North Justinland, Bahamas","https://arellano-white.net/jordan-klein","1001-5000 employees","https://placekitten.com/200/200","4 job offers"
"Murray, Mcdonald and Calhoun","Contracting civil engineer, Health and safety inspector","Moorefurt, Switzerland","https://richardson.com/murray--mcdonald-and-calhoun","501-1000 employees","https://dummyimage.com/200x200","25 job offers"
"Davis-Gray","Computer games developer, Meteorologist, Operational investment banker","North Kimberly, South Africa","https://rose-ryan.biz/davis-gray","11-50 employees","https://placekitten.com/200/200","3 job offers"
"Arellano, Manning and Morris","Primary school teacher, Forensic psychologist, Careers adviser","East Jerrystad, Fiji","https://mcclain-dickson.org/arellano--manning-and-morris","11-50 employees","https://picsum.photos/200/200","13 job offers"
"Rhodes, Sandoval and Salas","Brewing technologist, Engineer, maintenance, Scientist, audiological","Mccluremouth, Seychelles","https://roberts.com/rhodes--sandoval-and-salas","201-500 employees","https://picsum.photos/200/200","38 job offers"
"Dawson, Griffith and Gray","Surveyor, mining","South John, French Southern Territories","https://johnson.com/dawson--griffith-and-gray","5001+ employees","https://placekitten.com/200/200","26 job offers"
"Hughes-Wood","Geologist, wellsite","East Alexistown, Belarus","https://price.org/hughes-wood","11-50 employees","https://placekitten.com/200/200","35 job offers"
"Robertson-Coleman","Tour manager, Sales promotion account executive, Air traffic controller","Smithborough, Slovenia","https://leonard-hayes.com/robertson-coleman","51-200 employees","https://placekitten.com/200/200","12 job offers"
"Boyd, Allen and Wilson","Advertising account executive","Adamsport, Bolivia","https://willis.com/boyd--allen-and-wilson","201-500 employees","https://picsum.photos/200/200","30 job offers"
"Brown PLC","Multimedia specialist","Allenland, Macao","https://lopez.org/brown-plc","51-200 employees","https://picsum.photos/200/200","31 job offers"
"Ford Ltd","Arboriculturist, Engineer, drilling","New Sandra, Belize","https://jackson-smith.info/ford-ltd","201-500 employees","https://picsum.photos/200/200","39 job offers"
"Reid-Jackson","Contracting civil engineer, Licensed conveyancer","North Christopherburgh, Guernsey","https://bates.com/reid-jackson","11-50 employees","https://placekitten.com/200/200","10 job offers"
"Patterson-Robinson","Engineer, control and instrumentation","Hammondland, Somalia","https://short.com/patterson-robinson","1-10 employees","https://picsum.photos/200/200","13 job offers"
"Ballard, Stein and Jones","Learning mentor, Accountant, chartered, Health and safety inspector","Munozberg, Norway","https://singleton.com/ballard--stein-and-jones","51-200 employees","https://placekitten.com/200/200","26 job offers"
"Hendricks Ltd","video, Chief Strategy Officer, Banker","Velazquezhaven, Uzbekistan","https://cruz-hawkins.com/hendricks-ltd","51-200 employees","https://placekitten.com/200/200","5 job offers"
"Lynch and Sons","Database administrator, Clinical scientist, histocompatibility and immunogenetics","Aaronstad, Spain","https://welch-braun.com/lynch-and-sons","201-500 employees","https://picsum.photos/200/200","4 job offers"
"Hamilton and Sons","Web designer, Patent examiner","Russellchester, Azerbaijan","https://reyes.biz/hamilton-and-sons","201-500 employees","https://dummyimage.com/200x200","29 job offers"
"Thomas PLC","Network engineer, English as a second language teacher","New Nicole, Aruba","https://young-wright.com/thomas-plc","5001+ employees","https://dummyimage.com/200x200","31 job offers"
"Cox, Flores and Miller","Scientific laboratory technician","North Amberville, Guam","https://howell.com/cox--flores-and-miller","1-10 employees","https://dummyimage.com/200x200","12 job offers"
"Patel, Blackburn and Perez","Armed forces technical officer, Chiropractor","North Johnville, Lithuania","https://chavez-johnson.info/patel--blackburn-and-perez","1001-5000 employees","https://placekitten.com/200/200","23 job offers"
"Johnston-Price","Education officer, community, Animal nutritionist","Katiebury, Kiribati","https://thomas-davis.com/johnston-price","501-1000 employees","https://picsum.photos/200/200","10 job offers"
"Ellison Inc","land agent, Public house manager","West Erika, Guinea","https://torres-hawkins.com/ellison-inc","11-50 employees","https://dummyimage.com/200x200","38 job offers"
"Bradley PLC","Translator","New Jennifertown, Uzbekistan","https://grimes.net/bradley-plc","1001-5000 employees","https://picsum.photos/200/200","3 job offers"
"Garza, Cooper and Lopez","Speech and language therapist, gallery curator, Theatre stage manager","Henryview, Sri Lanka","https://brooks.com/garza--cooper-and-lopez","11-50 employees","https://placekitten.com/200/200","25 job offers"
"Mccullough, Gordon and Kelley","Ergonomist, Agricultural consultant, Chief Marketing Officer","Port Carrie, Ecuador","https://jones-davenport.com/mccullough--gordon-and-kelley","201-500 employees","https://dummyimage.com/200x200","12 job offers"
"Ortiz-Hughes","Tree surgeon, Commercial horticulturist","South Michael, Grenada","https://fritz-cox.info/ortiz-hughes","5001+ employees","https://placekitten.com/200/200","6 job offers"
"Smith-Dorsey","Patent attorney","Hernandezville, Iceland","https://jacobs-long.info/smith-dorsey","201-500 employees","https://dummyimage.com/200x200","15 job offers"
"Nguyen-Mclean","Horticultural therapist, Veterinary surgeon, Accountant, chartered public finance","East Michaelhaven, Austria","https://chan.info/nguyen-mclean","201-500 employees","https://placekitten.com/200/200","17 job offers"
"Anderson, Brewer and Floyd","Clinical biochemist, Corporate investment banker","East Elizabethhaven, Gibraltar","https://ross-morgan.com/anderson--brewer-and-floyd","11-50 employees","https://placekitten.com/200/200","27 job offers"
"Wolfe-Hamilton","Surveyor, insurance","Lake Traceytown, Armenia","https://smith.org/wolfe-hamilton","201-500 employees","https://dummyimage.com/200x200","16 job offers"
"Taylor Group","Personal assistant","Williamsfort, Christmas Island","https://graham.com/taylor-group","501-1000 employees","https://dummyimage.com/200x200","17 job offers"
"Cochran Ltd","Product designer, Programmer, applications, gallery","Micheleshire, Poland","https://griffin-rodriguez.com/cochran-ltd","11-50 employees","https://picsum.photos/200/200","32 job offers"
"Davis-Moore","Metallurgist","Calvintown, Turkey","https://wallace.com/davis-moore","5001+ employees","https://dummyimage.com/200x200","32 job offers"
"May PLC","Probation officer, Financial controller","Richardville, Sao Tome and Principe","https://mason.com/may-plc","201-500 employees","https://picsum.photos/200/200","18 job offers"
"Warren-Santiago","Multimedia specialist, Public affairs consultant","Samuelstad, Chad","https://english.com/warren-santiago","1001-5000 employees","https://picsum.photos/200/200","7 job offers"
"Pollard-White","Hospital pharmacist, Television camera operator, display","New Megan, Bhutan","https://gonzalez-robinson.org/pollard-white","1001-5000 employees","https://placekitten.com/200/200","10 job offers"
"Bailey, Holmes and Howard","Buyer, retail, Dentist","Port Michaelside, Mayotte","https://stephens-wagner.com/bailey--holmes-and-howard","501-1000 employees","https://placekitten.com/200/200","2 job offers"
"Newton-Peck","Theme park manager, Ceramics designer","South Marcusstad, South Georgia and the South Sandwich Islands","https://james.com/newton-peck","201-500 employees","https://placekitten.com/200/200","7 job offers"
"Hernandez-Banks","Forensic psychologist, Retail merchandiser","East Robertstad, United States Minor Outlying Islands","https://guerrero.com/hernandez-banks","11-50 employees","https://picsum.photos/200/200","39 job offers"
"Price PLC","Fish farm manager, Dealer, Fashion designer","Mcculloughland, Belize","https://campos.info/price-plc","5001+ employees","https://dummyimage.com/200x200","9 job offers"
"Black, White and Poole","Actuary","Brittanyhaven, Finland","https://cox.com/black--white-and-poole","501-1000 employees","https://dummyimage.com/200x200","20 job offers"
"Benson, Martinez and Deleon","stained glass","Murphyburgh, United States Minor Outlying Islands","https://stewart.com/benson--martinez-and-deleon","501-1000 employees","https://picsum.photos/200/200","19 job offers"
"Stewart and Sons","Engineer, broadcasting (operations), Intelligence analyst, Personnel officer","South Katelyn, Kyrgyz Republic","https://weiss-williams.com/stewart-and-sons","1-10 employees","https://picsum.photos/200/200","39 job offers"
"Hatfield-Fernandez","Production assistant, television, Land","North Christopherview, Taiwan","https://roth.com/hatfield-fernandez","201-500 employees","https://dummyimage.com/200x200","19 job offers"
"Sims-Swanson","Licensed conveyancer, Event organiser","West Mary, Comoros","https://rojas-singh.biz/sims-swanson","1001-5000 employees","https://placekitten.com/200/200","12 job offers"
"Evans LLC","Chartered public finance accountant, Wellsite geologist, Adult guidance worker","Ashleymouth, Niue","https://fischer-caldwell.com/evans-llc","501-1000 employees","https://dummyimage.com/200x200","17 job offers"
"Lozano, Walters and Campbell","Accountant, chartered public finance, Civil engineer, contracting, Public house manager","Amandaside, Macao","https://davenport.com/lozano--walters-and-campbell","1-10 employees","https://dummyimage.com/200x200","26 job offers"
"Hahn Inc","Theme park manager, Microbiologist, Neurosurgeon","Lake Jaclynfort, Nigeria","https://gibson-stephenson.com/hahn-inc","51-200 employees","https://dummyimage.com/200x200","5 job offers"
"Mason Group","Social research officer, government, Community education officer","West Sarahstad, Fiji","https://castillo-cherry.com/mason-group","51-200 employees","https://picsum.photos/200/200","9 job offers"
"Rogers, Webster and Mckay","Civil engineer, contracting, Equality and diversity officer","North Katie, Dominican Republic","https://garcia-thomas.com/rogers--webster-and-mckay","5001+ employees","https://placekitten.com/200/200","2 job offers"
"Love, Wilson and Evans","Archivist","Port William, Solomon Islands","https://garcia-brown.org/love--wilson-and-evans","51-200 employees","https://picsum.photos/200/200","32 job offers"
"Garner, Sanchez and Moyer","video","Dylanview, Wallis and Futuna","https://clark.org/garner--sanchez-and-moyer","51-200 employees","https://placekitten.com/200/200","3 job offers"
"Davis, Freeman and Scott","Computer games developer, Textile designer","Port Brittneyville, Togo","https://nelson.net/davis--freeman-and-scott","1001-5000 employees","https://placekitten.com/200/200","18 job offers"
"Joseph-Burke","Nurse, children's, English as a foreign language teacher","Donnachester, Brazil","https://adams.info/joseph-burke","201-500 employees","https://picsum.photos/200/200","31 job offers"
"Harris, Aguilar and Liu","Drilling engineer, woodland manager, Surveyor, rural practice","Port Douglaschester, Holy See (Vatican City State)","https://williams-johnson.com/harris--aguilar-and-liu","1001-5000 employees","https://dummyimage.com/200x200","33 job offers"
"Brooks PLC","Aid worker, Paediatric nurse","North Ryan, Iran","https://gutierrez.com/brooks-plc","501-1000 employees","https://picsum.photos/200/200","34 job offers"
"Simon, Martin and Esparza","Systems developer, Energy engineer","North Williamview, British Virgin Islands","https://cuevas.com/simon--martin-and-esparza","1001-5000 employees","https://placekitten.com/200/200","20 job offers"
"House Group","Site engineer","Lake Danielle, Namibia","https://mcfarland.com/house-group","201-500 employees","https://placekitten.com/200/200","4 job offers"
"Larson-Rodriguez","Radio producer, Copy, Learning disability nurse","East Nicoleberg, Northern Mariana Islands","https://manning.com/larson-rodriguez","501-1000 employees","https://picsum.photos/200/200","24 job offers"
"Coleman, Taylor and Conley","Computer games developer, Conservation officer, nature","South Wendychester, Djibouti","https://pennington.com/coleman--taylor-and-conley","11-50 employees","https://dummyimage.com/200x200","29 job offers"
"Smith-Rose","Editorial assistant, Government social research officer, Psychologist, forensic","North Coltonfurt, Slovakia (Slovak Republic)","https://pacheco-guerra.info/smith-rose","1001-5000 employees","https://placekitten.com/200/200","36 job offers"
"Smith Group","Academic librarian, administrator","Angelastad, Syrian Arab Republic","https://lopez.com/smith-group","11-50 employees","https://picsum.photos/200/200","4 job offers"
"James LLC","Engineer, production, Exhibition designer","Lake Matthewbury, Uruguay","https://castro.com/james-llc","5001+ employees","https://dummyimage.com/200x200","22 job offers"
"Fisher and Sons","Solicitor","Kellychester, Djibouti","https://medina.org/fisher-and-sons","1001-5000 employees","https://placekitten.com/200/200","8 job offers"
"Davis Ltd","Health physicist, Learning disability nurse, Psychotherapist, child","Brianland, Zambia","https://arnold-price.biz/davis-ltd","11-50 employees","https://picsum.photos/200/200","23 job offers"
"Turner, Alvarez and Scott","Human resources officer, Teacher, special educational needs","Vancestad, Albania","https://benton-freeman.com/turner--alvarez-and-scott","5001+ employees","https://dummyimage.com/200x200","14 job offers"
"Poole-Jacobs","Scientist, clinical (histocompatibility and immunogenetics), IT technical support officer","Morrisonfurt, Jersey","https://hebert.net/poole-jacobs","1-10 employees","https://placekitten.com/200/200","38 job offers"
"Black, Meza and Holmes","Mechanical engineer, Contracting civil engineer, Public librarian","New Luis, Benin","https://howard.org/black--meza-and-holmes","51-200 employees","https://dummyimage.com/200x200","13 job offers"
"Singh Inc","Quarry manager, Environmental health practitioner, Health physicist","Port Katherinemouth, Mauritius","https://huynh-williams.com/singh-inc","11-50 employees","https://dummyimage.com/200x200","6 job offers"
"Garcia, Watson and Aguilar","Records manager, Chief of Staff","Adamsburgh, Serbia","https://ortiz.com/garcia--watson-and-aguilar","1001-5000 employees","https://placekitten.com/200/200","37 job offers"
"Stevenson and Sons","Automotive engineer, Pensions consultant","Rodriguezmouth, Mali","https://reilly-fisher.com/stevenson-and-sons","201-500 employees","https://dummyimage.com/200x200","6 job offers"
"Oliver, Hubbard and Ellis","Contracting civil engineer, Operational investment banker, Engineer, petroleum","Thomasberg, Seychelles","https://anthony.net/oliver--hubbard-and-ellis","1001-5000 employees","https://placekitten.com/200/200","12 job offers"
"Hartman, Deleon and Carroll","Surveyor, mining, Market researcher","New Edwardborough, Faroe Islands","https://leonard.com/hartman--deleon-and-carroll","501-1000 employees","https://placekitten.com/200/200","29 job offers"
"Martin, Guerra and Carey","Biochemist, clinical, Engineer, materials, Doctor, general practice","East Joshua, San Marino","https://lawson.net/martin--guerra-and-carey","1-10 employees","https://dummyimage.com/200x200","10 job offers"
"Little-Castillo","Games developer, Product designer, Barista","Cynthiatown, French Guiana","https://welch-jones.com/little-castillo","11-50 employees","https://placekitten.com/200/200","40 job offers"
"Adams-Wilson","Occupational psychologist","West Kristen, Kenya","https://howard.org/adams-wilson","1-10 employees","https://placekitten.com/200/200","25 job offers"
"Gonzalez Group","Haematologist","Webbland, North Macedonia","https://smith.com/gonzalez-group","201-500 employees","https://dummyimage.com/200x200","25 job offers"
"Thomas LLC","Geochemist, Human resources officer","Katherinefurt, Honduras","https://lee.info/thomas-llc","1-10 employees","https://dummyimage.com/200x200","8 job offers"
"Hensley-Dixon","Clinical cytogeneticist","Danielton, Saint Helena","https://parker-durham.com/hensley-dixon","51-200 employees","https://picsum.photos/200/200","11 job offers"
"Long, Brown and Reid","Logistics and distribution manager, Lobbyist, Insurance risk surveyor","East Mark, Rwanda","https://patel-murray.net/long--brown-and-reid","1001-5000 employees","https://picsum.photos/200/200","40 job offers"
"George LLC","Television camera operator","Lawrenceland, American Samoa","https://sloan.net/george-llc","51-200 employees","https://picsum.photos/200/200","6 job offers"
"Martin, Martin and Faulkner","Database administrator","West Kaitlynberg, Uruguay","https://holder.biz/martin--martin-and-faulkner","501-1000 employees","https://dummyimage.com/200x200","27 job offers"
"Moreno, Smith and Henderson","Travel agency manager, Environmental manager, Occupational psychologist","North Thomasfort, Japan","https://jones-banks.com/moreno--smith-and-henderson","51-200 employees","https://placekitten.com/200/200","5 job offers"
"Jones Group","Community pharmacist","New Brian, Peru","https://rose.com/jones-group","11-50 employees","https://picsum.photos/200/200","5 job offers"
"Smith-Arias","Drilling engineer, Translator, Archaeologist","Myersport, Hong Kong","https://martinez-lewis.org/smith-arias","501-1000 employees","https://dummyimage.com/200x200","35 job offers"
"Chavez-Hodge","Advertising art director","South Mindymouth, North Macedonia","https://morris.info/chavez-hodge","51-200 employees","https://dummyimage.com/200x200","16 job offers"
"Schaefer-Austin","Public house manager","Waltersborough, Austria","https://baker-rojas.com/schaefer-austin","5001+ employees","https://picsum.photos/200/200","30 job offers"
"Diaz-Lawrence","Presenter, broadcasting","Campbellborough, Central African Republic","https://pena.com/diaz-lawrence","51-200 employees","https://picsum.photos/200/200","36 job offers"
"Beard, Calderon and Murphy","management officer, Aid worker","New Johnport, Martinique","https://kane-clark.info/beard--calderon-and-murphy","201-500 employees","https://placekitten.com/200/200","16 job offers"
"Barry LLC","Biomedical scientist, Radio broadcast assistant","Berryhaven, San Marino","https://ellis-hardin.net/barry-llc","1-10 employees","https://picsum.photos/200/200","19 job offers"
"Cole, Mooney and Green","Lecturer, higher education, Psychologist, prison and probation services","East Jonathan, Saint Helena","https://morris.org/cole--mooney-and-green","51-200 employees","https://placekitten.com/200/200","5 job offers"
"Cooper Inc","Clinical research associate, Scientist, biomedical","West Justinfurt, Uganda","https://spence-wagner.org/cooper-inc","1001-5000 employees","https://picsum.photos/200/200","5 job offers"
"Ortiz and Sons","IT sales professional","Williamsonmouth, Bouvet Island (Bouvetoya)","https://morris.org/ortiz-and-sons","11-50 employees","https://placekitten.com/200/200","3 job offers"
"Lutz Inc","Associate Professor, Research officer, trade union, Theme park manager","Port Mollyside, Anguilla","https://walters.biz/lutz-inc","11-50 employees","https://placekitten.com/200/200","30 job offers"
"Best, Mitchell and Lloyd","Geologist, wellsite, Applications developer, Engineer, manufacturing systems","East Michaelberg, Germany","https://kline.com/best--mitchell-and-lloyd","1001-5000 employees","https://placekitten.com/200/200","26 job offers"
"Williams Group","Legal secretary","New Joshuafort, Tanzania","https://gray.com/williams-group","11-50 employees","https://placekitten.com/200/200","32 job offers"
"Cowan, Grant and Rich","Chief Financial Officer, Sports development officer","Lake Michael, Congo","https://greene-strickland.com/cowan--grant-and-rich","5001+ employees","https://placekitten.com/200/200","32 job offers"
"Hall-Fowler","Embryologist, clinical, Financial planner, Agricultural engineer","Markmouth, Saint Pierre and Miquelon","https://yates.net/hall-fowler","5001+ employees","https://picsum.photos/200/200","12 job offers"
"Brown Group","assessor, Market researcher","North Waynetown, Nauru","https://anderson.com/brown-group","1001-5000 employees","https://dummyimage.com/200x200","24 job offers"
"Bowman PLC","Special effects artist, Financial risk analyst","Howellton, Gambia","https://brown.com/bowman-plc","201-500 employees","https://picsum.photos/200/200","26 job offers"
"Martin LLC","Educational psychologist, Visual merchandiser, Writer","Baileytown, Philippines","https://greer.net/martin-llc","11-50 employees","https://dummyimage.com/200x200","18 job offers"
"Lawrence, Stanley and Hernandez","Research scientist (physical sciences), Therapist, horticultural, Conservator, furniture","Judithfurt, Gabon","https://brown.info/lawrence--stanley-and-hernandez","201-500 employees","https://placekitten.com/200/200","9 job offers"
"Nelson LLC","gallery","Maynardshire, Indonesia","https://pollard-evans.com/nelson-llc","11-50 employees","https://dummyimage.com/200x200","18 job offers"
"Jackson Ltd","Education officer, environmental","North Kyleside, Greece","https://reyes-patel.com/jackson-ltd","1001-5000 employees","https://picsum.photos/200/200","5 job offers"
"Young Inc","Surveyor, rural practice, administrator","Penaton, Solomon Islands","https://pope-hodge.com/young-inc","51-200 employees","https://picsum.photos/200/200","4 job offers"
"Hughes-Johnston","Solicitor","West Edward, India","https://nunez.info/hughes-johnston","1001-5000 employees","https://dummyimage.com/200x200","15 job offers"
"Sellers LLC","Retail buyer, Loss adjuster, chartered, Teaching laboratory technician","Jeremyport, Syrian Arab Republic","https://jones.com/sellers-llc","11-50 employees","https://dummyimage.com/200x200","38 job offers"
"Wilson and Sons","Market researcher, Paediatric nurse","Jenniferstad, Honduras","https://christensen-robinson.com/wilson-and-sons","201-500 employees","https://placekitten.com/200/200","29 job offers"
"Simmons, Wyatt and Bernard","Engineer, land","East Michael, Niue","https://harris-day.com/simmons--wyatt-and-bernard","1-10 employees","https://placekitten.com/200/200","27 job offers"
"Meza-Odonnell","Teacher, secondary school, Civil Service administrator","Hamiltonburgh, Mauritius","https://jennings.com/meza-odonnell","11-50 employees","https://dummyimage.com/200x200","4 job offers"
"White-Davila","Equities trader, Programmer, multimedia","Jenniferbury, Spain","https://walker.com/white-davila","5001+ employees","https://placekitten.com/200/200","39 job offers"
"Marquez, Williams and Long","Engineer, civil (contracting), Insurance risk surveyor","Chenmouth, Montserrat","https://smith-reyes.com/marquez--williams-and-long","11-50 employees","https://placekitten.com/200/200","36 job offers"
"Richards-Davis","Civil engineer, contracting, Primary school teacher","East David, Malaysia","https://crawford.biz/richards-davis","5001+ employees","https://picsum.photos/200/200","26 job offers"
"Schultz-Green","Research scientist (maths)","Whiteton, Guernsey","https://saunders-blake.net/schultz-green","1-10 employees","https://dummyimage.com/200x200","28 job offers"
"Johnson-Yang","Building surveyor, Engineer, technical sales","South Whitneyview, Kenya","https://nichols.com/johnson-yang","5001+ employees","https://picsum.photos/200/200","12 job offers"
"Anderson, Wright and Peterson","Recruitment consultant, Engineer, broadcasting (operations), Air broker","West Ryanton, Ireland","https://lewis-brown.com/anderson--wright-and-peterson","201-500 employees","https://dummyimage.com/200x200","5 job offers"
"Gamble, Baker and Kim","Geoscientist, Osteopath, Air broker","Port Michaelton, Bahrain","https://richardson.com/gamble--baker-and-kim","1-10 employees","https://picsum.photos/200/200","27 job offers"
"Lee, Franklin and Kemp","Tour manager, Scientist, biomedical","East Jessicafort, Fiji","https://mccann.info/lee--franklin-and-kemp","1001-5000 employees","https://picsum.photos/200/200","8 job offers"
"Martinez LLC","Journalist, magazine, Psychologist, occupational, Broadcast presenter","Lake Benjaminside, Haiti","https://pope.com/martinez-llc","1-10 employees","https://dummyimage.com/200x200","39 job offers"
"Jones, Mcbride and Jacobs","Psychotherapist, child","Emilyhaven, Saint Pierre and Miquelon","https://wheeler.com/jones--mcbride-and-jacobs","1001-5000 employees","https://picsum.photos/200/200","24 job offers"
"Carlson Ltd","Petroleum engineer, Volunteer coordinator, Designer, multimedia","South Kelly, Paraguay","https://johnson-blair.info/carlson-ltd","51-200 employees","https://placekitten.com/200/200","11 job offers"
"Moreno Inc","assessor, Geoscientist, Food technologist","Wyattbury, Equatorial Guinea","https://alvarado-richard.info/moreno-inc","51-200 employees","https://picsum.photos/200/200","15 job offers"
"Padilla-Williams","Accountant, chartered management, Insurance broker","Seanside, Luxembourg","https://white-rollins.com/padilla-williams","51-200 employees","https://picsum.photos/200/200","21 job offers"
"Pineda, Griffin and Fitzgerald","Psychologist, occupational, Optometrist, Primary school teacher","Charlesshire, Montenegro","https://harris.com/pineda--griffin-and-fitzgerald","1-10 employees","https://picsum.photos/200/200","35 job offers"
"Rios LLC","Sales executive","South Rebecca, United States of America","https://reynolds.com/rios-llc","501-1000 employees","https://dummyimage.com/200x200","3 job offers"
"Elliott Group","Engineer, site, Ambulance person, Health visitor","Stephanieland, Central African Republic","https://lindsey.com/elliott-group","51-200 employees","https://placekitten.com/200/200","13 job offers"
"Roberts-Gardner","Music tutor, Logistics and distribution manager, Civil engineer, contracting","East Curtisville, Estonia","https://morgan.biz/roberts-gardner","501-1000 employees","https://picsum.photos/200/200","33 job offers"
"Sparks PLC","Structural engineer, Tourist information centre manager, Producer, radio","Scottchester, United Kingdom","https://hodge.com/sparks-plc","11-50 employees","https://picsum.photos/200/200","4 job offers"
"Bailey, Ruiz and Nicholson","Engineer, biomedical, Administrator","Michelleside, Cook Islands","https://flores.info/bailey--ruiz-and-nicholson","51-200 employees","https://picsum.photos/200/200","11 job offers"
"Gardner PLC","gallery curator, Prison officer, Merchandiser, retail","Jacksonfurt, Morocco","https://morrow.com/gardner-plc","51-200 employees","https://placekitten.com/200/200","26 job offers"
"Miller, Underwood and Nelson","Engineer, agricultural, Intelligence analyst","Jensenmouth, Mali","https://morse.net/miller--underwood-and-nelson","11-50 employees","https://placekitten.com/200/200","20 job offers"
"Morton, Oconnor and Chang","Writer, Engineer, communications","Wilsonbury, Korea","https://williams.com/morton--oconnor-and-chang","51-200 employees","https://picsum.photos/200/200","6 job offers"
"Weaver, Brown and Taylor","Education officer, community, Therapist, sports, Print production planner","Chrisburgh, Slovakia (Slovak Republic)","https://ferguson.com/weaver--brown-and-taylor","501-1000 employees","https://dummyimage.com/200x200","19 job offers"
"Owens PLC","Production assistant, television","Dunnmouth, Antigua and Barbuda","https://jackson.com/owens-plc","11-50 employees","https://dummyimage.com/200x200","19 job offers"
"Rodriguez-Miller","Arts development officer, Financial planner, Field seismologist","Schneiderton, Hungary","https://baker-sanchez.biz/rodriguez-miller","11-50 employees","https://placekitten.com/200/200","11 job offers"
"Quinn, Ramirez and Russell","Research scientist (life sciences)","New Chris, Timor-Leste","https://gray.net/quinn--ramirez-and-russell","1001-5000 employees","https://placekitten.com/200/200","22 job offers"
"Davis PLC","development worker","North Marvin, Nicaragua","https://barry.com/davis-plc","5001+ employees","https://dummyimage.com/200x200","0 job offers"
"Mendez-Jones","Wellsite geologist, Engineer, structural","Port Briana, Bouvet Island (Bouvetoya)","https://perkins-simmons.com/mendez-jones","11-50 employees","https://picsum.photos/200/200","29 job offers"
"Munoz, Murray and Vasquez","Technical brewer, Probation officer, Chiropractor","Port Tara, Zimbabwe","https://harris-schmidt.com/munoz--murray-and-vasquez","501-1000 employees","https://picsum.photos/200/200","12 job offers"
"Bass and Sons","Further education lecturer, Engineer, site, Scientist, marine","New Suzanne, Mali","https://montgomery-martinez.com/bass-and-sons","1-10 employees","https://dummyimage.com/200x200","11 job offers"
"Smith-Burton","Aeronautical engineer","Port Joshua, Gambia","https://gray-nelson.com/smith-burton","51-200 employees","https://placekitten.com/200/200","32 job offers"
"Vargas, Smith and Greer","Chemical engineer, Engineer, drilling","Rangelbury, Kuwait","https://allen.com/vargas--smith-and-greer","11-50 employees","https://placekitten.com/200/200","23 job offers"
"Liu, Wilkerson and Peterson","Fish farm manager, Engineer, control and instrumentation, Conservator, furniture","West Michelle, Bhutan","https://munoz.com/liu--wilkerson-and-peterson","51-200 employees","https://dummyimage.com/200x200","8 job offers"
"Lynch, Collins and Simpson","Proofreader, Commercial horticulturist","Port Matthew, Liechtenstein","https://kemp.com/lynch--collins-and-simpson","5001+ employees","https://placekitten.com/200/200","20 job offers"
"Lewis and Sons","Psychologist, counselling, education manager, Art therapist","Armstrongborough, Jersey","https://york-romero.biz/lewis-and-sons","501-1000 employees","https://placekitten.com/200/200","24 job offers"
"Walter, Meza and Harrison","Engineer, civil (consulting), Gaffer","Juliebury, Cyprus","https://stewart.com/walter--meza-and-harrison","5001+ employees","https://placekitten.com/200/200","21 job offers"
"Bryant-Brown","Environmental consultant","North Jenniferstad, Tunisia","https://russell.org/bryant-brown","5001+ employees","https://picsum.photos/200/200","33 job offers"
"Mitchell LLC","Publishing rights manager, gallery conservator","North John, Cyprus","https://carter.org/mitchell-llc","501-1000 employees","https://placekitten.com/200/200","39 job offers"
"Chang, Johnson and Porter","Nurse, children's","East Christinastad, Equatorial Guinea","https://gilmore-freeman.net/chang--johnson-and-porter","5001+ employees","https://placekitten.com/200/200","35 job offers"
"Brown LLC","Customer service manager","North Garrettborough, Australia","https://moore.biz/brown-llc","1001-5000 employees","https://dummyimage.com/200x200","10 job offers"
"Brooks-Buck","Pathologist, Engineer, chemical","Whitetown, Chile","https://bruce.com/brooks-buck","501-1000 employees","https://dummyimage.com/200x200","26 job offers"
"Ferguson LLC","Chartered certified accountant, Programmer, applications, Manufacturing systems engineer","West Bobby, Bhutan","https://duncan.com/ferguson-llc","501-1000 employees","https://picsum.photos/200/200","18 job offers"
"Dixon Group","Freight forwarder","Port Janeland, Cayman Islands","https://johnson.com/dixon-group","201-500 employees","https://dummyimage.com/200x200","16 job offers"
"Clark LLC","Agricultural engineer, Communications engineer","Caseport, United Arab Emirates","https://hernandez-cardenas.com/clark-llc","501-1000 employees","https://placekitten.com/200/200","3 job offers"
